3500,-9.13602e-01,3.54488e-02,2.40681e-01,4.84981e-01,5.12662e-01,4.80345e-01,4.84966e-01,4.79112e-01,4.79997e-01,4.77394e-01,4.84905e-01,4.79016e-01,4.90074e-01
3600,-9.22824e-01,3.52692e-02,3.05801e-01,4.84977e-01,5.10697e-01,4.80324e-01,4.84928e-01,4.79075e-01,4.80000e-01,4.77383e-01,4.84921e-01,4.78711e-01,4.89474e-01
3700,-9.20771e-01,3.54501e-02,2.49210e-01,4.85058e-01,5.08272e-01,4.80326e-01,4.85018e-01,4.79105e-01,4.80001e-01,4.77382e-01,4.84865e-01,4.78441e-01,4.88888e-01
3800,-9.22762e-01,3.53425e-02,3.19799e-01,4.85001e-01,5.06638e-01,4.80337e-01,4.85029e-01,4.79083e-01,4.80001e-01,4.77382e-01,4.85217e-01,4.78207e-01,4.88314e-01
3900,-9.04120e-01,3.71888e-02,2.24897e-01,4.85228e-01,5.06237e-01,4.80302e-01,4.84975e-01,4.79064e-01,4.79999e-01,4.77370e-01,4.85006e-01,4.78014e-01,4.87758e-01
4000,-9.21102e-01,3.58184e-02,2.27093e-01,4.84962e-01,5.06548e-01,4.80307e-01,4.85031e-01,4.79073e-01,4.79995e-01,4.77372e-01,4.84859e-01,4.77844e-01,4.87211e-01
4100,-9.20958e-01,3.53096e-02,2.66530e-01,4.84918e-01,5.06588e-01,4.80353e-01,4.85010e-01,4.79084e-01,4.80000e-01,4.77376e-01,4.84933e-01,4.77697e-01,4.86654e-01
4200,-9.07148e-01,3.52796e-02,3.18837e-01,4.84968e-01,5.05243e-01,4.80327e-01,4.84939e-01,4.79106e-01,4.79998e-01,4.77363e-01,4.84960e-01,4.77564e-01,4.86116e-01
4300,-9.11674e-01,3.56431e-02,2.51251e-01,4.85073e-01,5.04249e-01,4.80328e-01,4.84917e-01,4.79061e-01,4.79994e-01,4.77368e-01,4.85016e-01,4.77450e-01,4.85604e-01
4400,-9.18510e-01,3.52534e-02,2.53243e-01,4.84952e-01,5.04583e-01,4.80370e-01,4.85177e-01,4.79086e-01,4.80003e-01,4.77354e-01,4.85075e-01,4.77352e-01,4.85152e-01
4500,-9.15276e-01,3.53854e-02,3.57133e-01,4.84974e-01,5.04518e-01,4.80333e-01,4.84989e-01,4.79133e-01,4.79997e-01,4.77349e-01,4.85075e-01,4.77269e-01,4.84937e-01
4600,-9.17070e-01,3.52594e-02,2.37652e-01,4.84967e-01,5.04736e-01,4.80326e-01,4.84986e-01,4.79100e-01,4.80001e-01,4.77357e-01,4.84985e-01,4.77196e-01,4.84920e-01
4700,-9.14992e-01,3.54882e-02,3.42523e-01,4.85014e-01,5.05034e-01,4.80320e-01,4.84962e-01,4.79120e-01,4.80010e-01,4.77333e-01,4.84864e-01,4.77137e-01,4.84945e-01
4800,-9.18382e-01,3.53593e-02,2.04791e-01,4.84891e-01,5.03238e-01,4.80339e-01,4.84938e-01,4.79077e-01,4.80021e-01,4.77332e-01,4.84918e-01,4.77085e-01,4.84938e-01
4900,-9.18371e-01,3.54608e-02,3.19390e-01,4.85003e-01,5.02042e-01,4.80334e-01,4.84921e-01,4.79104e-01,4.80000e-01,4.77320e-01,4.84938e-01,4.77043e-01,4.84930e-01
5000,-9.14992e-01,3.55143e-02,2.42317e-01,4.85041e-01,5.02620e-01,4.80263e-01,4.84982e-01,4.79075e-01,4.80005e-01,4.77329e-01,4.85149e-01,4.77004e-01,4.84941e-01
5100,-9.10068e-01,3.56993e-02,3.12009e-01,4.85072e-01,5.02451e-01,4.80333e-01,4.84990e-01,4.79060e-01,4.79994e-01,4.77321e-01,4.84922e-01,4.76971e-01,4.84927e-01
5200,-9.14202e-01,3.54669e-02,2.78650e-01,4.84885e-01,5.04957e-01,4.80320e-01,4.85021e-01,4.79064e-01,4.80005e-01,4.77307e-01,4.84948e-01,4.76942e-01,4.84936e-01
5300,-9.10653e-01,3.52234e-02,2.97540e-01,4.84975e-01,5.05227e-01,4.80283e-01,4.85015e-01,4.79060e-01,4.80022e-01,4.77306e-01,4.84925e-01,4.76920e-01,4.84940e-01
5400,-9.27237e-01,3.59241e-02,1.98726e-01,4.85053e-01,5.04332e-01,4.80316e-01,4.85011e-01,4.79075e-01,4.80013e-01,4.77286e-01,4.85011e-01,4.76901e-01,4.84948e-01
5500,-9.15867e-01,3.53325e-02,2.16087e-01,4.84992e-01,5.03900e-01,4.80342e-01,4.84922e-01,4.79056e-01,4.80008e-01,4.77274e-01,4.84957e-01,4.76883e-01,4.84948e-01
5600,-9.20262e-01,3.52279e-02,2.41993e-01,4.84985e-01,4.99820e-01,4.80336e-01,4.84925e-01,4.79092e-01,4.80014e-01,4.77257e-01,4.84866e-01,4.76871e-01,4.84928e-01
5700,-9.13980e-01,3.56747e-02,2.76816e-01,4.85094e-01,4.99477e-01,4.80325e-01,4.85011e-01,4.79102e-01,4.80015e-01,4.77262e-01,4.85102e-01,4.76859e-01,4.84919e-01
5800,-9.19025e-01,3.52896e-02,2.67762e-01,4.84936e-01,4.99277e-01,4.80316e-01,4.84904e-01,4.79067e-01,4.80004e-01,4.77230e-01,4.85048e-01,4.76850e-01,4.84922e-01
5900,-9.13663e-01,3.52088e-02,2.80914e-01,4.85014e-01,4.99002e-01,4.80313e-01,4.84985e-01,4.79089e-01,4.80020e-01,4.77221e-01,4.84935e-01,4.76841e-01,4.84955e-01
6000,-9.22373e-01,3.57472e-02,2.01859e-01,4.84842e-01,4.98764e-01,4.80323e-01,4.85028e-01,4.79079e-01,4.80010e-01,4.77248e-01,4.84924e-01,4.76831e-01,4.84932e-01
6100,-9.18268e-01,3.52767e-02,2.56637e-01,4.84939e-01,4.98412e-01,4.80365e-01,4.84954e-01,4.79100e-01,4.80013e-01,4.77233e-01,4.84944e-01,4.76825e-01,4.84954e-01
6200,-9.21518e-01,3.54339e-02,2.95192e-01,4.85059e-01,4.98217e-01,4.80347e-01,4.85012e-01,4.79069e-01,4.80011e-01,4.77236e-01,4.84954e-01,4.76821e-01,4.84984e-01
6300,-9.13763e-01,3.52622e-02,2.81078e-01,4.84981e-01,4.98606e-01,4.80279e-01,4.84965e-01,4.79071e-01,4.80012e-01,4.77220e-01,4.84902e-01,4.76814e-01,4.84955e-01
6400,-9.23236e-01,3.54597e-02,2.81035e-01,4.85033e-01,4.98312e-01,4.80360e-01,4.85128e-01,4.79073e-01,4.80027e-01,4.77180e-01,4.84942e-01,4.76813e-01,4.84928e-01
6500,-9.12166e-01,3.53435e-02,3.08785e-01,4.84964e-01,4.98044e-01,4.80347e-01,4.85089e-01,4.79068e-01,4.80028e-01,4.77183e-01,4.84954e-01,4.76810e-01,4.84946e-01
6600,-9.15205e-01,3.53724e-02,2.54560e-01,4.84913e-01,4.97777e-01,4.80327e-01,4.84878e-01,4.79086e-01,4.80011e-01,4.77151e-01,4.84878e-01,4.76806e-01,4.84912e-01
6700,-9.17096e-01,3.59211e-02,2.74021e-01,4.85059e-01,4.97487e-01,4.80328e-01,4.84964e-01,4.79103e-01,4.80021e-01,4.77151e-01,4.85097e-01,4.76805e-01,4.84948e-01
6800,-9.23195e-01,3.55158e-02,2.85637e-01,4.84982e-01,4.97159e-01,4.80304e-01,4.84946e-01,4.79074e-01,4.80022e-01,4.77150e-01,4.84923e-01,4.76803e-01,4.84946e-01
6900,-9.21705e-01,3.56583e-02,2.59384e-01,4.84967e-01,4.96797e-01,4.80342e-01,4.84894e-01,4.79072e-01,4.80021e-01,4.77130e-01,4.85103e-01,4.76799e-01,4.84941e-01
7000,-9.21418e-01,3.51827e-02,2.78431e-01,4.84955e-01,4.96448e-01,4.80320e-01,4.84950e-01,4.79079e-01,4.80035e-01,4.77127e-01,4.85093e-01,4.76797e-01,4.84927e-01
7100,-9.18513e-01,3.55826e-02,2.31261e-01,4.85004e-01,4.96126e-01,4.80365e-01,4.84996e-01,4.79107e-01,4.80028e-01,4.77072e-01,4.85008e-01,4.76795e-01,4.84947e-01
7200,-9.09386e-01,3.57982e-02,2.51561e-01,4.85137e-01,4.95769e-01,4.80315e-01,4.85001e-01,4.79083e-01,4.80034e-01,4.77100e-01,4.84929e-01,4.76795e-01,4.84957e-01
7300,-9.08014e-01,3.56292e-02,3.09751e-01,4.85080e-01,4.95329e-01,4.80364e-01,4.84953e-01,4.79074e-01,4.80036e-01,4.77080e-01,4.85118e-01,4.76795e-01,4.84955e-01
7400,-9.20278e-01,3.52128e-02,2.66101e-01,4.85004e-01,4.95032e-01,4.80336e-01,4.85014e-01,4.79098e-01,4.80035e-01,4.77063e-01,4.84921e-01,4.76794e-01,4.84931e-01
7500,-9.13904e-01,3.55602e-02,2.58587e-01,4.84897e-01,4.94373e-01,4.80378e-01,4.84964e-01,4.79085e-01,4.80054e-01,4.77045e-01,4.84951e-01,4.76792e-01,4.84969e-01
7600,-9.12910e-01,3.65981e-02,2.37104e-01,4.85031e-01,4.94042e-01,4.80335e-01,4.85227e-01,4.79123e-01,4.80048e-01,4.77024e-01,4.85149e-01,4.76788e-01,4.84966e-01
7700,-9.07257e-01,3.57490e-02,3.30923e-01,4.85154e-01,4.93922e-01,4.80339e-01,4.85021e-01,4.79087e-01,4.80035e-01,4.77020e-01,4.85567e-01,4.76790e-01,4.84917e-01
7800,-9.15108e-01,3.54472e-02,3.29080e-01,4.85070e-01,4.93598e-01,4.80315e-01,4.84992e-01,4.79068e-01,4.80042e-01,4.77018e-01,4.84956e-01,4.76791e-01,4.84952e-01
7900,-9.13112e-01,3.58833e-02,2.89464e-01,4.85172e-01,4.93138e-01,4.80360e-01,4.84949e-01,4.79119e-01,4.80043e-01,4.77014e-01,4.84935e-01,4.76788e-01,4.84940e-01
8000,-9.11645e-01,3.55937e-02,2.70230e-01,4.85085e-01,4.92501e-01,4.80311e-01,4.84928e-01,4.79065e-01,4.80014e-01,4.77005e-01,4.84859e-01,4.76790e-01,4.84941e-01
8100,-9.11897e-01,3.57805e-02,2.31538e-01,4.84882e-01,4.92198e-01,4.80331e-01,4.85225e-01,4.79075e-01,4.80046e-01,4.77049e-01,4.85054e-01,4.76785e-01,4.84934e-01
8200,-9.15702e-01,3.52563e-02,2.18220e-01,4.84906e-01,4.91838e-01,4.80331e-01,4.85009e-01,4.79089e-01,4.80043e-01,4.76997e-01,4.85043e-01,4.76787e-01,4.84967e-01
8300,-9.07248e-01,3.57885e-02,3.61540e-01,4.85089e-01,4.91469e-01,4.80340e-01,4.85057e-01,4.79096e-01,4.80034e-01,4.76975e-01,4.85071e-01,4.76789e-01,4.84897e-01
8400,-9.28493e-01,3.56493e-02,2.12322e-01,4.84908e-01,4.91154e-01,4.80347e-01,4.85125e-01,4.79155e-01,4.80034e-01,4.76989e-01,4.84998e-01,4.76783e-01,4.84932e-01
8500,-9.10291e-01,3.65068e-02,2.41208e-01,4.85136e-01,4.90946e-01,4.80320e-01,4.84981e-01,4.79089e-01,4.80034e-01,4.76972e-01,4.84947e-01,4.76782e-01,4.84958e-01
8600,-9.16320e-01,3.59375e-02,3.79105e-01,4.85072e-01,4.90743e-01,4.80335e-01,4.84885e-01,4.79127e-01,4.80030e-01,4.76919e-01,4.84965e-01,4.76782e-01,4.84965e-01
8700,-9.17780e-01,3.64511e-02,2.73319e-01,4.84930e-01,4.90446e-01,4.80328e-01,4.85048e-01,4.79110e-01,4.80036e-01,4.76893e-01,4.84929e-01,4.76784e-01,4.84933e-01
8800,-9.26291e-01,3.54928e-02,3.39151e-01,4.85019e-01,4.90055e-01,4.80301e-01,4.84957e-01,4.79125e-01,4.80030e-01,4.76997e-01,4.84857e-01,4.76785e-01,4.84976e-01
8900,-9.16019e-01,3.55943e-02,1.93474e-01,4.84901e-01,4.89673e-01,4.80338e-01,4.85054e-01,4.79123e-01,4.80053e-01,4.76912e-01,4.84902e-01,4.76781e-01,4.84942e-01
9000,-9.17790e-01,3.54958e-02,3.46384e-01,4.84973e-01,4.89255e-01,4.80327e-01,4.85096e-01,4.79123e-01,4.80030e-01,4.76940e-01,4.84970e-01,4.76779e-01,4.84965e-01
9100,-9.20886e-01,3.55413e-02,2.42377e-01,4.84922e-01,4.88851e-01,4.80303e-01,4.84950e-01,4.79105e-01,4.80047e-01,4.76944e-01,4.84948e-01,4.76784e-01,4.84926e-01
9200,-9.25986e-01,3.53580e-02,2.28085e-01,4.84979e-01,4.88624e-01,4.80304e-01,4.84942e-01,4.79102e-01,4.80069e-01,4.76929e-01,4.84964e-01,4.76774e-01,4.84953e-01
9300,-9.17846e-01,3.54934e-02,3.31192e-01,4.85047e-01,4.88384e-01,4.80347e-01,4.84915e-01,4.79084e-01,4.80034e-01,4.76980e-01,4.85034e-01,4.76784e-01,4.84915e-01
9400,-9.08775e-01,3.67801e-02,2.76344e-01,4.84981e-01,4.88075e-01,4.80320e-01,4.84951e-01,4.79105e-01,4.80029e-01,4.76883e-01,4.84928e-01,4.76783e-01,4.85003e-01
9500,-9.14800e-01,3.51884e-02,2.76661e-01,4.84905e-01,4.87643e-01,4.80365e-01,4.84941e-01,4.79080e-01,4.80032e-01,4.76906e-01,4.85144e-01,4.76778e-01,4.85077e-01
9600,-9.11205e-01,3.62541e-02,3.26058e-01,4.85162e-01,4.87197e-01,4.80349e-01,4.84969e-01,4.79096e-01,4.80057e-01,4.76949e-01,4.84937e-01,4.76783e-01,4.84961e-01
9700,-9.22452e-01,3.56770e-02,2.26199e-01,4.84982e-01,4.86826e-01,4.80392e-01,4.84992e-01,4.79089e-01,4.80036e-01,4.76937e-01,4.84928e-01,4.76783e-01,4.84897e-01
9800,-9.10325e-01,3.55971e-02,3.15284e-01,4.85111e-01,4.86530e-01,4.80305e-01,4.84989e-01,4.79095e-01,4.80041e-01,4.76891e-01,4.84961e-01,4.76778e-01,4.84949e-01
9900,-9.13978e-01,3.55444e-02,2.44231e-01,4.85040e-01,4.86215e-01,4.80334e-01,4.84981e-01,4.79101e-01,4.80061e-01,4.76910e-01,4.84921e-01,4.76776e-01,4.84905e-01
10000,-9.18757e-01,3.55096e-02,2.08194e-01,4.85008e-01,4.85909e-01,4.80311e-01,4.84989e-01,4.79119e-01,4.80058e-01,4.76986e-01,4.84884e-01,4.76777e-01,4.84955e-01
